"","term2","Freq"
"575","operating",1
"576","opinion",1
"579","order",1
"580","original",1
"586","overlooking",1
"587","overly",1
"588","overpriced",1
"589","overwhelmed",1
"590","paid",1
"591","painfull",1
"592","panelling",1
"594","party",1
"595","pass",1
"596","passageway",1
"597","passengersstayed",1
"599","perfectly",1
"600","perform",1
"603","pick",1
"604","picked",1
"605","pillows",1
"607","plane",1
"612","plazastayed",1
"613","pleasant",1
"615","pmstayed",1
"616","point",1
"620","poorly",1
"621","popped",1
"623","practice",1
"624","pretty",1
"625","previouslystayed",1
"628","pricestayed",1
"630","print",1
"632","procedure",1
"633","procedures",1
"635","professional",1
"636","prompt",1
"637","properly",1
"638","property",1
"640","public",1
"641","put",1
"642","quality",1
"643","ques",1
"645","quietness",1
"647","rare",1
"648","rate",1
"649","reach",1
"650","realise",1
"652","reallystayed",1
"653","reason",1
"654","reaulting",1
"655","rebar",1
"656","recall",1
"657","received",1
"661","refused",1
"662","relations",1
"663","relaxing",1
"664","remained",1
"665","remove",1
"666","repayment",1
"667","replace",1
"669","reported",1
"670","request",1
"672","requesting",1
"673","reservation",1
"675","ride",1
"676","ridiculous",1
"677","rim",1
"678","rings",1
"679","road",1
"680","robotic",1
"683","roomsstayed",1
"686","route",1
"687","routes",1
"688","rubbish",1
"689","ruin",1
"690","ruined",1
"693","safe",1
"694","safestayed",1
"696","saladstayed",1
"698","sandwich",1
"699","satisfied",1
"701","se",1
"703","seconds",1
"704","secured",1
"705","see",1
"706","seedy",1
"709","seen",1
"710","seizure",1
"714","serviced",1
"717","shift",1
"719","shouldn",1
"720","show",1
"724","sign",1
"725","signage",1
"726","signstayed",1
"727","silly",1
"728","simple",1
"731","sink",1
"732","site",1
"733","sitting",1
"735","sized",1
"736","sky",1
"738","sleeping",1
"739","slept",1
"740","slopped",1
"742","slower",1
"743","slowest",1
"746","smelly",1
"747","smile",1
"749","sofa",1
"754","son",1
"755","sorry",1
"758","soy",1
"759","speaking",1
"762","spoil",1
"763","st",1
"765","staffing",1
"767","stained",1
"768","stains",1
"769","stale",1
"770","stated",1
"774","steamert",1
"776","sticking",1
"777","sticky",1
"779","stolen",1
"781","stretch",1
"783","style",1
"785","suffers",1
"786","suggests",1
"787","suitcases",1
"788","surly",1
"789","survey",1
"790","swimming",1
"791","switched",1
"794","table",1
"796","takes",1
"797","taking",1
"798","tap",1
"799","tax",1
"800","taxi",1
"801","tea",1
"803","temp",1
"804","temperature",1
"806","terrible",1
"807","terribly",1
"818","third",1
"830","tissue",1
"833","toiletries",1
"834","toiletwas",1
"835","told",1
"836","tomorrow",1
"838","took",1
"839","totally",1
"840","towels",1
"841","train",1
"842","traipsing",1
"843","transit",1
"844","transiting",1
"845","transportstayed",1
"847","tried",1
"848","trip",1
"849","tropical",1
"850","try",1
"851","trying",1
"852","turn",1
"856","uncomfortable",1
"858","understaffed",1
"859","unessesary",1
"861","unfriendlystayed",1
"862","unhelpful",1
"865","upgrade",1
"867","upset",1
"870","uswe",1
"871","variety",1
"872","ve",1
"876","viewstayed",1
"877","volume",1
"879","waited",1
"883","walked",1
"885","wanting",1
"886","wardrobe",1
"887","warm",1
"889","wasn",1
"890","wasstayed",1
"894","website",1
"895","weeks",1
"896","weird",1
"900","weren",1
"910","window",1
"911","windowstayed",1
"916","wonder",1
"917","wood",1
"918","words",1
"920","works",1
"923","wrong",1
"924","year",1
"925","years",1
"927","young",1
