"","ID","neg","pos","sentiment"
"397","448",2,3,1
"398","449",0,5,5
"399","45",0,0,0
"400","450",1,5,4
"401","451",0,3,3
"402","452",5,16,11
"403","453",0,1,1
"404","454",0,5,5
"405","455",0,1,1
"406","456",0,0,0
"407","457",0,2,2
"408","458",1,9,8
"409","459",0,1,1
"410","46",0,0,0
"411","460",0,2,2
"412","462",0,2,2
"413","466",0,1,1
"414","467",0,0,0
"415","468",0,10,10
"416","469",0,2,2
"417","47",4,4,0
"418","470",0,1,1
"419","471",0,10,10
"420","472",0,2,2
"421","473",1,2,1
"422","474",0,4,4
"423","475",1,8,7
"424","476",1,8,7
"425","477",0,6,6
"426","478",0,1,1
"427","479",1,6,5
"428","48",0,0,0
"429","480",2,6,4
"430","481",0,1,1
"431","482",0,1,1
"432","483",3,0,-3
"433","484",0,0,0
"434","485",2,3,1
"435","486",1,1,0
"436","487",0,4,4
"437","488",0,1,1
"438","489",3,11,8
"439","49",0,1,1
"440","490",0,2,2
"441","491",1,4,3
"442","492",0,0,0
"443","493",0,0,0
"444","494",0,0,0
"445","495",3,0,-3
"446","496",0,3,3
"447","497",0,0,0
"448","498",0,4,4
"449","499",2,0,-2
"450","5",0,10,10
"451","50",0,2,2
"452","500",0,1,1
"453","501",0,0,0
"454","502",1,5,4
"455","503",0,2,2
"456","505",0,1,1
"457","506",2,1,-1
"458","507",0,1,1
"459","508",0,3,3
"460","509",0,2,2
"461","51",0,1,1
"462","510",0,9,9
"463","511",0,1,1
"464","512",2,0,-2
"465","513",1,0,-1
"466","515",0,5,5
"467","516",2,2,0
"468","517",0,1,1
"469","518",0,3,3
"470","519",3,10,7
"471","52",2,5,3
"472","520",2,3,1
"473","521",1,3,2
"474","522",0,7,7
"475","523",0,1,1
"476","524",1,1,0
"477","525",3,6,3
"478","526",1,1,0
"479","527",0,3,3
"480","528",0,4,4
"481","529",0,0,0
"482","53",0,2,2
"483","530",0,1,1
"484","531",0,0,0
"485","532",0,4,4
"486","533",1,0,-1
"487","534",2,0,-2
"488","535",0,0,0
"489","536",0,2,2
"490","537",0,6,6
"491","538",0,2,2
"492","539",2,5,3
"493","54",0,3,3
"494","541",0,2,2
"495","542",1,2,1
"496","543",0,4,4
"497","545",0,4,4
"498","546",0,1,1
"499","547",0,4,4
"500","548",0,1,1
"501","549",0,2,2
"502","55",0,1,1
"503","550",1,4,3
"504","551",1,4,3
"505","552",0,0,0
"506","554",0,2,2
"507","555",0,2,2
"508","556",0,1,1
"509","558",1,3,2
"510","559",0,2,2
"511","56",2,15,13
"512","560",1,2,1
"513","561",3,4,1
"514","562",0,1,1
"515","563",0,1,1
"516","564",1,1,0
"517","565",1,2,1
"518","567",0,0,0
"519","568",0,3,3
"520","57",0,1,1
"521","570",0,1,1
"522","571",0,0,0
"523","572",1,0,-1
"524","574",1,2,1
"525","575",0,3,3
"526","576",0,6,6
"527","577",0,6,6
"528","578",0,3,3
"529","579",0,4,4
"530","58",1,2,1
"531","580",0,2,2
"532","581",1,1,0
"533","582",2,4,2
"534","583",1,0,-1
"535","584",0,2,2
"536","585",5,13,8
"537","586",1,12,11
"538","587",0,1,1
"539","588",1,3,2
"540","59",0,5,5
"541","590",0,1,1
"542","591",0,1,1
"543","592",1,7,6
"544","594",0,1,1
"545","595",0,2,2
"546","596",1,0,-1
"547","598",1,2,1
"548","599",0,6,6
"549","6",0,5,5
"550","60",1,5,4
"551","600",2,6,4
"552","601",1,1,0
"553","602",1,7,6
"554","603",1,4,3
"555","604",0,1,1
"556","606",1,0,-1
"557","607",0,2,2
"558","608",0,3,3
"559","610",3,5,2
"560","611",1,7,6
"561","612",0,2,2
"562","613",0,0,0
"563","614",5,4,-1
"564","615",1,5,4
"565","616",1,2,1
"566","618",0,1,1
"567","619",0,1,1
"568","62",0,8,8
"569","620",0,1,1
"570","621",3,6,3
"571","622",1,0,-1
"572","623",0,1,1
"573","624",0,1,1
"574","625",0,1,1
"575","626",0,1,1
"576","627",0,1,1
"577","628",0,4,4
"578","629",0,3,3
"579","63",0,3,3
"580","630",1,11,10
"581","631",0,1,1
"582","632",1,1,0
"583","633",1,4,3
"584","634",0,1,1
"585","635",0,1,1
"586","636",2,0,-2
"587","637",1,0,-1
"588","638",0,5,5
"589","639",1,1,0
"590","64",1,2,1
"591","640",0,2,2
"592","641",1,2,1
"593","642",0,0,0
"594","643",0,0,0
"595","644",0,1,1
"596","645",0,2,2
"597","646",8,18,10
"598","647",0,2,2
"599","648",3,1,-2
"600","649",1,0,-1
"601","65",0,1,1
"602","651",1,3,2
"603","652",2,0,-2
"604","654",0,2,2
"605","656",0,0,0
"606","657",0,1,1
"607","658",2,1,-1
"608","66",1,0,-1
"609","660",2,2,0
"610","661",0,1,1
"611","662",2,1,-1
"612","663",0,0,0
"613","664",1,3,2
"614","665",0,2,2
"615","666",0,1,1
"616","667",1,12,11
"617","668",1,0,-1
"618","669",0,1,1
"619","67",0,1,1
"620","670",0,1,1
"621","671",0,1,1
"622","672",0,2,2
"623","673",0,2,2
"624","674",1,1,0
"625","675",0,2,2
"626","676",0,1,1
"627","677",0,1,1
"628","678",0,0,0
"629","679",0,4,4
"630","68",0,2,2
"631","680",0,3,3
"632","681",1,0,-1
"633","682",2,1,-1
"634","683",1,2,1
"635","684",0,2,2
"636","685",5,5,0
"637","686",1,1,0
"638","687",0,2,2
"639","688",3,1,-2
"640","689",3,16,13
"641","69",0,1,1
"642","690",0,2,2
"643","692",2,1,-1
"644","693",0,6,6
"645","694",0,4,4
"646","695",0,3,3
"647","696",0,2,2
"648","697",0,0,0
"649","698",0,1,1
"650","699",0,1,1
"651","7",0,3,3
"652","70",0,3,3
"653","700",0,3,3
"654","701",0,0,0
"655","702",0,1,1
"656","703",0,2,2
"657","704",1,0,-1
"658","705",0,1,1
"659","706",0,2,2
"660","707",0,1,1
"661","708",0,2,2
"662","709",0,6,6
"663","71",0,2,2
"664","710",1,0,-1
"665","711",2,1,-1
"666","712",0,3,3
"667","714",0,1,1
"668","715",0,1,1
"669","716",0,1,1
"670","717",0,6,6
"671","718",1,2,1
"672","719",0,2,2
"673","72",0,2,2
"674","720",1,4,3
"675","721",0,1,1
"676","722",1,1,0
"677","723",0,1,1
