"","term2","Freq"
"340","iron",1
"341","ironing",1
"348","junction",1
"350","juntion",1
"352","kampong",1
"355","knocking",1
"356","know",1
"357","known",1
"358","kway",1
"360","lebar",1
"361","levels",1
"363","lifts",1
"364","lighting",1
"365","lights",1
"367","liked",1
"368","limitation",1
"369","line",1
"370","linen",1
"371","lines",1
"375","locatedstayed",1
"379","lound",1
"381","loved",1
"382","low",1
"383","lugguage",1
"384","luxurious",1
"385","made",1
"389","mall",1
"390","malls",1
"391","mantatory",1
"394","market",1
"399","menu",1
"400","menus",1
"401","menustayed",1
"402","met",1
"403","metro",1
"404","min",1
"405","minibar",1
"406","minimum",1
"408","minsstayed",1
"409","mirror",1
"410","missing",1
"411","mobile",1
"412","modern",1
"413","module",1
"418","moved",1
"422","muslim",1
"426","nearby",1
"427","nearest",1
"429","needed",1
"430","needs",1
"431","negative",1
"432","neighborhood",1
"433","neighbourhood",1
"434","new",1
"439","non",1
"443","now",1
"444","number",1
"452","online",1
"454","operational",1
"457","origamis",1
"461","outlets",1
"463","outstayed",1
"466","overallstayed",1
"467","packs",1
"468","pagoda",1
"469","pass",1
"470","passenger",1
"471","passes",1
"472","people",1
"474","perfectstayed",1
"476","phone",1
"477","pillows",1
"479","places",1
"482","pointvery",1
"483","polite",1
"485","poor",1
"486","prefer",1
"489","priced",1
"490","pricestayed",1
"491","pricing",1
"492","print",1
"493","printers",1
"494","problem",1
"495","promptstayed",1
"496","properties",1
"500","public",1
"501","purposes",1
"502","purposestayed",1
"504","queen",1
"505","quick",1
"506","quiet",1
"509","racks",1
"512","reached",1
"513","read",1
"514","readily",1
"515","ready",1
"517","reasonable",1
"518","receptioniststayed",1
"519","recommend",1
"520","refill",1
"521","refrigerator",1
"522","regard",1
"523","renovation",1
"525","response",1
"526","rest",1
"527","restaurant",1
"533","roomsstayed",1
"535","running",1
"537","safer",1
"538","second",1
"539","see",1
"543","sentosa",1
"546","servicesstayed",1
"547","servicestayed",1
"548","set",1
"550","shampoo",1
"551","shd",1
"552","shop",1
"554","shoppingstayed",1
"555","shops",1
"558","shouldstayed",1
"560","showers",1
"561","shuttle",1
"562","sightseeing",1
"563","simple",1
"568","slippers",1
"570","slowest",1
"572","smallhairdryer",1
"573","smallno",1
"574","smallpay",1
"575","smallstayed",1
"576","smartphone",1
"577","smell",1
"578","smelly",1
"581","smoothly",1
"583","sockets",1
"586","sound",1
"587","space",1
"588","spacious",1
"589","spartan",1
"590","specific",1
"591","speedwe",1
"592","speedy",1
"593","spread",1
"597","standard",1
"598","stars",1
"599","starsstayed",1
"600","statement",1
"602","stations",1
"605","staystayed",1
"606","sticker",1
"607","still",1
"608","stone",1
"610","stopover",1
"614","streets",1
"615","streetstayed",1
"616","stupid",1
"617","sumtec",1
"620","suprise",1
"621","surprise",1
"622","sweet",1
"624","system",1
"627","take",1
"628","taken",1
"630","tax",1
"632","taxis",1
"633","teapot",1
"634","tedious",1
"635","teow",1
"636","terminal",1
"637","terms",1
"648","throught",1
"649","throw",1
"651","times",1
"652","timesstayed",1
"653","tiny",1
"654","tired",1
"655","tiring",1
"658","toiletries",1
"659","told",1
"661","took",1
"662","toothbrushes",1
"663","top",1
"664","toppers",1
"665","tourists",1
"666","touristy",1
"667","towel",1
"668","towels",1
"670","transport",1
"673","trip",1
"674","tripstayed",1
"675","try",1
"676","tv",1
"677","twin",1
"679","type",1
"681","unbeatablestayed",1
"682","underground",1
"685","upgrade",1
"686","upper",1
"687","ur",1
"691","usedstayed",1
"692","usefull",1
"693","usstayed",1
"696","vanity",1
"697","variety",1
"698","varietystayed",1
"699","vents",1
"701","view",1
"703","visiting",1
"704","waiting",1
"707","wanted",1
"708","warm",1
"710","washing",1
"713","weekend",1
"715","went",1
"717","western",1
"718","wet",1
"720","whats",1
"727","wii",1
"729","willing",1
"730","wind",1
"731","wine",1
"732","wirh",1
"735","won",1
"736","wonderful",1
"737","wooden",1
"738","work",1
"739","worked",1
"740","working",1
