"","term3","Freq"
"231","bedroom",3
"254","benefit",3
"264","bf",3
"271","bike",3
"272","bikes",3
"286","block",3
"288","blocks",3
"292","board",3
"298","book",3
"307","boring",3
"313","bottles",3
"315","bras",3
"336","brought",3
"341","budget",3
"356","busy",3
"361","buy",3
"366","cable",3
"389","carry",3
"410","centers",3
"414","centrally",3
"417","centres",3
"427","changed",3
"430","changing",3
"444","checking",3
"452","children",3
"461","choose",3
"485","clear",3
"534","coming",3
"546","compared",3
"552","complaints",3
"562","con",3
"567","condition",3
"585","consideration",3
"601","conversation",3
"605","cooperative",3
"611","corridors",3
"629","courts",3
"639","credit",3
"644","crowded",3
"666","dated",3
"697","devices",3
"704","didnt",3
"714","dinner",3
"750","dont",3
"753","doors",3
"774","dry",3
"782","duty",3
"816","eleven",3
"859","evening",3
"896","expensivestayed",3
"927","fan",3
"935","fault",3
"939","fee",3
"964","fix",3
"979","foods",3
"981","foodstayed",3
"998","friendliness",3
"1012","full",3
"1040","glass",3
"1068","ground",3
"1080","guy",3
"1089","hair",3
"1117","head",3
"1158","home",3
"1210","improve",3
"1221","including",3
"1230","indiastayed",3
"1249","international",3
"1259","iron",3
"1267","issues",3
"1327","larger",3
"1460","man",3
"1461","managed",3
"1470","marina",3
"1515","mind",3
"1528","missed",3
"1529","missing",3
"1535","modern",3
"1539","mom",3
"1550","mornings",3
"1586","nearest",3
"1647","offered",3
"1656","okay",3
"1661","once",3
"1711","overseas",3
"1748","perfectstayed",3
"1768","pillow",3
"1811","possible",3
"1839","printer",3
"1846","problemstayed",3
"1863","prompt",3
"1926","reasonable",3
"1939","recommended",3
"1945","refill",3
"1969","replenished",3
"1979","required",3
"2016","roomsstayed",3
"2079","sentosa",3
"2097","serving",3
"2103","sgd",3
"2105","shampoo",3
"2149","simple",3
"2180","slippers",3
"2190","smallish",3
"2193","smallstayed",3
"2210","snacks",3
"2233","sort",3
"2253","speed",3
"2319","stopping",3
"2349","subway",3
"2354","sufficient",3
"2388","table",3
"2394","taken",3
"2397","talking",3
"2420","temple",3
"2431","thanks",3
"2466","tidy",3
"2509","towel",3
"2513","town",3
"2530","transportstayed",3
"2539","traveller",3
"2540","travellers",3
"2564","twin",3
"2566","type",3
"2571","uk",3
"2609","usb",3
"2632","ve",3
"2679","wash",3
"2710","western",3
"2737","wish",3
"2749","worked",3
"2760","years",3
"3","abit",2
"12","accessed",2
"13","accessibility",2
"16","accessstayed",2
"21","accomodating",2
"23","accor",2
"27","account",2
"31","actual",2
"32","actually",2
"34","adding",2
"38","adjacent",2
"44","advance",2
"45","advantage",2
"61","aircon",2
"67","allow",2
"68","allowed",2
"88","american",2
"94","angie",2
"103","anytime",2
"109","applicable",2
"112","appreciate",2
"114","approached",2
"116","arab",2
"127","arrangements",2
"130","arrive",2
"139","asking",2
"141","assist",2
"150","attitude",2
"153","attractionstayed",2
"168","avoid",2
"174","awaystayed",2
"185","bacteria",2
"197","bare",2
"198","barely",2
"201","base",2
"233","bedside",2
"242","beginning",2
"255","benefits",2
"265","bicycles",2
"274","bill",2
"276","bin",2
"283","black",2
"295","body",2
"305","bookingscom",2
"308","borrow",2
"316","bread",2
"331","brilliant",2
"332","bring",2
"335","broken",2
"348","building",2
"352","buses",2
"367","cafe",2
"381","car",2
"383","cards",2
"391","case",2
"392","cases",2
"393","cash",2
"403","caused",2
"404","cbd",2
"420","certainly",2
"428","changes",2
"431","channel",2
"440","cheaper",2
"447","checkoutstayed",2
"453","china",2
"454","chinatown",2
"455","chinese",2
"466","cigarette",2
