"","term3","Freq"
"3157","won",2
"3169","worse",2
"3178","year",2
"2","aas",1
"3","abit",1
"5","abour",1
"8","abrupt",1
"13","accepted",1
"14","acces",1
"17","accessoriesstayed",1
"18","accidentally",1
"19","accomdations",1
"21","accommodating",1
"22","accommodatingstayed",1
"23","accommodation",1
"24","accomodante",1
"25","accomodare",1
"26","accomodate",1
"27","accomodating",1
"28","according",1
"29","account",1
"30","ache",1
"31","acknowledge",1
"32","acrid",1
"34","action",1
"35","activate",1
"36","activities",1
"37","activity",1
"42","addition",1
"43","adequate",1
"44","adequately",1
"47","admittedly",1
"51","advertised",1
"52","advice",1
"55","affected",1
"56","affiliate",1
"59","afternoonstayed",1
"61","againnear",1
"65","agea",1
"67","ages",1
"68","aggressive",1
"69","ago",1
"70","agostayed",1
"71","agree",1
"73","agsinstayed",1
"74","ahead",1
"75","aimable",1
"78","aircond",1
"80","airline",1
"83","airthe",1
"84","aisle",1
"85","ajar",1
"86","alan",1
"87","alarm",1
"88","alive",1
"91","allergic",1
"92","allergies",1
"94","allocated",1
"98","allthe",1
"104","alsostayed",1
"110","amazingly",1
"112","ambiance",1
"113","ambience",1
"116","amenity",1
"120","amounts",1
"123","anniversarywe",1
"124","announced",1
"125","annoying",1
"127","ans",1
"129","antsstayed",1
"132","anyonethe",1
"134","anytime",1
"135","anytimebuses",1
"136","anytimeclose",1
"140","apology",1
"141","app",1
"142","apparatus",1
"144","appeal",1
"145","applied",1
"146","appointed",1
"147","appointedstayed",1
"150","approached",1
"151","approximately",1
"152","apps",1
"153","appsstayed",1
"155","aprilstayed",1
"157","arabe",1
"161","areaconcierge",1
"162","areagreat",1
"163","areanearby",1
"165","areasbut",1
"166","areasstayed",1
"168","areasuper",1
"169","arent",1
"170","arguing",1
"174","arrange",1
"176","array",1
"178","arrive",1
"180","arrives",1
"182","arrogant",1
"183","arround",1
"186","asia",1
"187","asian",1
"190","askedstayed",1
"191","asking",1
"192","asks",1
"193","aspect",1
"194","assigned",1
"195","assist",1
"197","assistancestayed",1
"198","assisting",1
"199","assume",1
"201","ate",1
"202","atmoshere",1
